Name of Restaurant,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features,,,,
Juicy,Anna Nagar East,"['Salad', ' Sandwich', ' Ice Cream', ' Juices', ' Beverages']",Invalid,150,3.8,45,4.2,1190,"['Home Delivery', 'Indoor Seating']",,,,
The Cake Project,Perambur,"['Bakery', ' Desserts']",Invalid,400,3.7,9,None,Does not offer Delivery,"['Takeaway Only', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']",,,,
La Woods Restaurant - La Woods Hotel,"La Woods Hotel, Thousand Lights","['Chinese', ' North Indian', ' Chettinad']",Invalid,1150,2.9,37,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Buffet', 'Indoor Seating', 'Wifi']",,,,
Karandai,Selaiyur,"['South Indian', ' Chinese']",Invalid,400,3.3,39,3.5,134,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",,,,
SNS Club,Adyar,"['North Indian', ' Fast Food', ' Chinese']",Invalid,1100,3.3,47,None,Does not offer Delivery,"['Full Bar Available', 'Indoor Seating', 'Pool Table', 'Members Only']",,,,
Hotel Bakiyam,Okkiyampet,['South Indian'],Invalid,400,3.2,44,3.5,46,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
The Cake Zone,Medavakkam,"['Bakery', ' Fast Food']",Invalid,250,3.5,48,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
Sathya Foods,Mogappair,"['South Indian', ' Chinese']",Invalid,150,3.1,44,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
Latte,Nungambakkam,"['Cafe', ' Italian', ' North Indian', ' Continental']",Invalid,800,2.8,45,None,Does not offer Delivery,['Indoor Seating'],,,,
Toasty's Sandwich,Ekkaduthangal,['Fast Food'],Invalid,300,None,Does not offer Dining,4,443,"['Breakfast', 'Home Delivery']",,,,
Roll Spot,Royapuram,"['Rolls', ' North Indian']",Invalid,350,None,Does not offer Dining,4.3,564,['Home Delivery'],,,,
Sri Ganapathy Mess,Kanchipuram District,['North Indian'],Invalid,200,3.4,43,3.5,1135,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
Andhra Ruchulu,Old Mahabalipuram Road (OMR),"['Andhra', ' Biryani', ' Chinese', ' North Indian']",Invalid,500,3.7,51,3.9,418,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",,,,
Tasty Chennai,Triplicane,['Biryani'],Invalid,300,3.7,33,3.9,73,"['Home Delivery', 'Serves Halal', 'Indoor Seating']",,,,
Thalassery Camboose,"OMR Food Street, Injambakkam","['Arabian', ' Kerala', ' Biryani']",Invalid,600,3.5,36,3.9,345,"['Home Delivery', 'Indoor Seating']",,,,
New Top Form,George Town,"['Chinese', ' North Indian']",Invalid,600,3.2,39,3.9,64,"['Home Delivery', 'Table reservation required', 'Indoor Seating']",,,,
Athreya Bakery,Madipakkam,['Bakery'],Invalid,200,3,16,None,Does not offer Delivery,"['Takeaway Only', 'Desserts and Bakes']",,,,
Bowl And Roll Theory,Thuraipakkam,"['North Indian', ' Mughlai', ' Chinese', ' Kebab', ' Beverages']",Invalid,600,3.8,35,4,199,"['Home Delivery', 'Indoor Seating']",,,,
Swaminathan Cafe,Virugambakkam,['Chinese'],"['Pongal', ' Coffee']",300,3,39,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
Kollywood Briyani,Velachery,"['Chinese', ' Biryani']",Invalid,200,None,Does not offer Dining,2.5,178,['Delivery Only'],,,,
Coronation Restaurant,Old Mahabalipuram Road (OMR),"['North Indian', ' Biryani', ' BBQ', ' Bakery']",Invalid,600,2.9,39,None,Does not offer Delivery,"['Indoor Seating', 'Table Reservation Not Required']",,,,
We3 Restaurant,Porur,"['Chinese', ' South Indian']",Invalid,250,3,35,3,415,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Indoor Seating']",,,,
Madurai Arulanandam Hotel,T. Nagar,"['Chinese', ' Biryani', ' South Indian']","['Biryani', ' Mutton Chukka', ' Mutton Sukha', ' Fish Curry', ' Fish Fry', ' Paratha']",450,3.6,38,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Kumarans Kudil,Old Mahabalipuram Road (OMR),"['Chettinad', ' Chinese', ' South Indian', ' Seafood']",Invalid,600,3.6,40,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Mulberry,Karapakkam,"['Beverages', ' Juices', ' Desserts']",Invalid,250,3.3,48,None,Does not offer Delivery,"['Indoor Seating', 'Desserts and Bakes', 'Catering Available']",,,,
Grand Fast Food,Anna Nagar East,"['South Indian', ' Chinese']","['Paratha', ' Fried Rice Chicken']",300,3.3,44,3.6,39,"['Breakfast', 'Home Delivery', 'Catering Available', 'Indoor Seating']",,,,
Chillees  Restaurant,Potheri,"['South Indian', ' North Indian']",Invalid,500,3.5,33,3.8,2286,"['Home Delivery', 'Indoor Seating']",,,,
Gramathu Mhun Vaasam,Pallavaram,"['South Indian', ' Chettinad']",Invalid,400,None,Does not offer Dining,3.9,46,"['Breakfast', 'Delivery Only']",,,,
Midnight Eats,Anna Nagar East,"['North Indian', ' Chinese', ' Biryani']",Invalid,300,None,Does not offer Dining,3.7,1396,['Home Delivery'],,,,
Ayya Chettinad Mess,T. Nagar,"['South Indian', ' Chinese', ' Chettinad']",Invalid,400,3.7,32,4,856,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Catering Available']",,,,
The Cake Factory,Karapakkam,['Bakery'],Invalid,250,3,38,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
The Puttu Kadai,Virugambakkam,['South Indian'],Invalid,250,3.6,35,4.1,606,"['Home Delivery', 'Indoor Seating']",,,,
Udipi Sri Ganesh Bhavan,RA Puram,['South Indian'],Invalid,200,3.7,43,4.4,302,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
Graabo Juice & Snacks,Chengalpattu,"['Juices', ' Sandwich']",Invalid,250,3.7,49,3.8,695,"['Home Delivery', 'Brunch', 'Indoor Seating']",,,,
The Secret Story,Karapakkam,"['Burger', ' Fast Food', ' Desserts', ' Beverages']",Invalid,350,3.5,34,3.5,662,"['Home Delivery', 'Indoor Seating']",,,,
Rakshanaa Family Restaurant,Kolathur,"['North Indian', ' Chinese', ' Pizza', ' Fast Food', ' Chettinad', ' Beverages']",Invalid,550,3.5,41,3.8,963,"['Home Delivery', 'Free Parking', 'Indoor Seating']",,,,
Deepam Tiffin Center,Adambakkam,['South Indian'],Invalid,150,3.7,45,3.8,69,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
NIC - Natural Ice Creams,T. Nagar,['Ice Cream'],Invalid,150,None,Does not offer Dining,4.5,266,"['Home Delivery', 'Desserts and Bakes']",,,,
Tandoori Knight,Thuraipakkam,"['North Indian', ' South Indian', ' Chinese']",Invalid,300,3.3,43,4,456,"['Home Delivery', 'Indoor Seating']",,,,
Mug Cakes,Kilpauk,"['Bakery', ' Desserts']",Invalid,500,3.8,30,4.2,73,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
Burgerick,Tambaram,"['Fast Food', ' Burger']",Invalid,400,3.2,32,3.3,142,"['Home Delivery', 'Indoor Seating']",,,,
Mylai Biriyani,Mylapore,"['Biryani', ' South Indian']",Invalid,250,3.6,49,None,Does not offer Delivery,['Indoor Seating'],,,,
Good Smoke Bbq And Grill,Kanchipuram District,"['Chinese', ' North Indian']",Invalid,200,3.6,31,3.7,449,"['Home Delivery', 'Indoor Seating']",,,,
Great Moghul,Kilpauk,['Biryani'],Invalid,400,None,Does not offer Dining,3.6,50,['Home Delivery'],,,,
KEB,Sholinganallur,"['North Indian', ' Chinese']",Invalid,300,3.4,29,3.6,301,"['Home Delivery', 'Indoor Seating']",,,,
Chaicup,Purasavakkam,"['Tea', ' Beverages', ' Fast Food']",Invalid,100,None,Does not offer Dining,4.1,1749,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Standing Tables']",,,,
Sharing Spoon Cafe,Poonamalle,['Fast Food'],Invalid,250,3.7,24,3.5,374,"['Home Delivery', 'Indoor Seating']",,,,
Crazy Dose of Shakes,Ashok Nagar,"['Fast Food', ' Beverages']",Invalid,200,3.5,30,None,Does not offer Delivery,['Indoor Seating'],,,,
Kokila Mess,Tambaram,['South Indian'],Invalid,150,3.4,38,3.6,1063,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
Dhaniya Soru,K.K. Nagar,['South Indian'],Invalid,200,3.6,40,4,406,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
Yalla Pizza,Egmore,"['Pizza', ' Italian']",Invalid,600,3.9,28,3.8,66,"['Home Delivery', 'Serves Halal', 'Indoor Seating', 'Self Service']",,,,
Mr. Lee Fungs By Novotel,Sholinganallur,"['Thai', ' Chinese']",Invalid,500,None,None,None,None,"['Home Delivery', 'Table booking recommended']",,,,
Mubarak's Chick O Chick,Medavakkam,['Chinese'],Invalid,300,3.9,46,3.9,872,"['Home Delivery', 'Indoor Seating']",,,,
Texas Treat,Ambattur,"['Bakery', ' North Indian', ' Chinese', ' Italian', ' Mexican', ' Fast Food', ' Desserts']",Invalid,850,2.4,16,3.9,44,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']",,,,
Rathnam Restaurant,Tambaram,"['South Indian', ' North Indian', ' Chinese']",Invalid,250,None,Does not offer Dining,3.4,226,['Delivery Only'],,,,
Per Gratiam,Chengalpattu,"['Bakery', ' Fast Food']",Invalid,400,3.6,43,None,Not enough Delivery Reviews,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Wifi']",,,,
Arabian Shawarma,Mogappair,"['Fast Food', ' Lebanese']",Invalid,200,2.7,36,3.7,575,"['Home Delivery', 'Indoor Seating']",,,,
Shyamala's Kitchen,Saligramam,"['North Indian', ' South Indian', ' Chettinad']",Invalid,500,3.6,28,3.4,168,"['Home Delivery', 'Indoor Seating']",,,,
Bakers Spring,Washermenpet,"['Bakery', ' Fast Food']",Invalid,500,3.4,36,3.7,334,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",,,,
Asai Fast Food,Thiruvallur,['Chinese'],Invalid,250,3.4,24,3.7,593,"['Home Delivery', 'Free Parking', 'Outdoor Seating']",,,,
Rasoee,Thousand Lights,"['North Indian', ' Fast Food', ' Sandwich', ' Chinese', ' Desserts']",Invalid,300,3.5,38,3.9,1121,"['Home Delivery', 'Indoor Seating']",,,,
Bangkok Bites,Thuraipakkam,['Chinese'],"['Fish Chilli', ' Fried Rice Chicken']",250,None,Does not offer Dining,3.9,479,['Home Delivery'],,,,
Waffle Nest,Anna Nagar East,"['Desserts', ' Fast Food', ' Beverages']",Invalid,300,3,29,3.7,198,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
Hotel Foods Spot,Anna Nagar West,"['South Indian', ' Chinese', ' Beverages']",Invalid,200,3.5,45,3.9,425,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
Peppermoon,Mogappair,"['Seafood', ' North Indian', ' Chinese']",Invalid,700,3.7,41,3.9,117,"['Home Delivery', 'Indoor Seating']",,,,
The New Cafe,Mahabalipuram,"['Continental', ' North Indian', ' Seafood', ' Italian']",Invalid,700,3.4,8,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']",,,,
Classic Grill And Shawarma,Mylapore,"['Arabian', ' North Indian', ' Lebanese']",Invalid,250,3.1,36,3.5,1783,"['Home Delivery', 'Indoor Seating']",,,,
Little Miss Chef,Gopalapuram,"['Desserts', ' Bakery']",Invalid,400,None,Does not offer Dining,None,Not enough Delivery Reviews,"['Home Delivery', 'Vegetarian Only', 'Home Baker', 'Desserts and Bakes']",,,,
The Cake Point,Anna Nagar East,['Bakery'],Invalid,200,3.1,34,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",,,,
Biriyani House,Potheri,"['Biryani', ' North Indian', ' Fast Food', ' Chinese']",Invalid,400,3.4,45,None,Does not offer Delivery,"['Indoor Seating', 'Table Reservation Not Required']",,,,
Frozen Smoothies,Royapuram,"['Beverages', ' Sandwich', ' Fast Food']",Invalid,450,None,Does not offer Dining,4.1,1115,['Home Delivery'],,,,
Vanaakam Chettinad,Tambaram,['Chettinad'],Invalid,300,2.8,30,None,Does not offer Delivery,['Indoor Seating'],,,,
Momos,T. Nagar,"['Fast Food', ' Momos']",Invalid,150,3.8,41,3.9,1173,"['Home Delivery', 'Outdoor Seating']",,,,
Malaysian Parotta,Perungudi,"['South Indian', ' North Indian', ' Biryani']",Invalid,250,3.2,39,3.8,410,"['Home Delivery', 'Indoor Seating']",,,,
Cake Corridor,Ramapuram,"['Bakery', ' Desserts']",Invalid,250,3.5,20,3.9,48,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
Lakshmi Andhra Mess,Sholinganallur,"['South Indian', ' Andhra', ' Chinese', ' Biryani']",Invalid,250,3.5,44,3.4,2628,"['Home Delivery', 'Indoor Seating', 'Free Parking']",,,,
Mansukh's Sweets And Snacks,Nanganallur,"['Street Food', ' Fast Food', ' Chinese', ' North Indian', ' Desserts']",Invalid,400,3,24,3.8,235,"['Home Delivery', 'Indoor Seating']",,,,
Biriyani Feast,Karapakkam,['Biryani'],Invalid,500,3.1,34,3.2,690,"['Home Delivery', 'Indoor Seating']",,,,
Midnight Masala,Ashok Nagar,"['North Indian', ' Kebab', ' Chinese', ' Andhra', ' Chettinad']",Invalid,550,2.8,27,3.9,71,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",,,,
Kayal - Le Royal Meridien,"Le Royal Meridien, St. Thomas Mount",['Seafood'],Invalid,2500,3.7,40,None,Does not offer Delivery,"['Wheelchair Accessible', 'Full Bar Available', '4/5 Star', 'Valet Parking Available', 'Wifi', 'Table booking recommended', 'Indoor Seating', 'Luxury Dining']",,,,
The Madras Bakery,Mogappair,"['Bakery', ' Desserts']",Invalid,400,None,Does not offer Dining,4,95,"['Home Delivery', 'Desserts and Bakes']",,,,
Cameo Bar,Poonamalle,['Finger Food'],Invalid,700,3.4,15,None,Does not offer Delivery,"['Full Bar Available', 'Live Music', 'Indoor Seating']",,,,
Dosa Factory,Kilpauk,['South Indian'],Invalid,300,None,Does not offer Dining,4.2,465,"['Home Delivery', 'Vegetarian Only']",,,,
Parathas.com,Semmancheri,"['South Indian', ' North Indian']",Invalid,200,3.5,42,3.9,1707,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",,,,
Black Pekoe Tea,Velachery,['Tea'],Invalid,100,3.6,24,3.9,144,"['Home Delivery', 'Indoor Seating']",,,,
TN 57 Dindigul  Biriyani Restaurant,"Mahindra World City, Chengalpattu","['Chinese', ' Biryani', ' South Indian']",Invalid,550,3.8,40,3.9,684,"['Home Delivery', 'Table Reservation Not Required', 'Indoor Seating']",,,,
Sindbad - Radisson BLU Temple Bay,"Radisson Blu Temple Bay, Mamallapuram",['Finger Food'],Invalid,3000,3.6,37,None,Does not offer Delivery,"['Wheelchair Accessible', 'Full Bar Available', 'Nightlife', '4/5 Star', 'Indoor Seating', 'Luxury Dining', 'Wifi']",,,,
Abode Taj Restaurant,Potheri,"['North Indian', ' Chinese', ' Arabian']",Invalid,500,3.2,46,3.6,1861,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Free Parking']",,,,
Shin Chan,Selaiyur,"['North Indian', ' Fast Food']",Invalid,500,3.4,33,3.7,335,"['Home Delivery', 'Indoor Seating']",,,,
Temple Run Cafe,Tiruvottiyur,"['Cafe', ' Fast Food']",Invalid,450,2.8,22,3.5,54,"['Home Delivery', 'Indoor Seating']",,,,
Meenu's Mini Tiffin Centre,Tambaram,['South Indian'],Invalid,150,None,Does not offer Dining,3.9,40,['Home Delivery'],,,,
Mamieyaar Veedu,Triplicane,"['Chettinad', ' South Indian']",Invalid,300,3.6,32,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
Diff 42 - Resto Lounge,Medavakkam,"['Continental', ' North Indian', ' Chinese', ' Finger Food']",Invalid,1500,3.5,33,None,Not enough Delivery Reviews,"['Home Delivery', 'Full Bar Available', 'LGBTQIA Friendly', 'Smoking Area', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Dance Floor', 'Live Sports Screening', 'Table booking recommended', 'Resto Bar']",,,,
Smith Field Bakery,Purasavakkam,"['Bakery', ' Fast Food']",Invalid,450,3.9,42,None,Does not offer Delivery,"['Breakfast', 'Takeaway Only', 'Desserts and Bakes']",,,,
Taj Tandoori Chicken,Perambur,['North Indian'],Invalid,400,3.7,47,3.9,81,"['Home Delivery', 'Indoor Seating']",,,,
Leo Fortune Bakers,Adyar,"['Bakery', ' Fast Food']",Invalid,200,3,35,4.2,242,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",,,,
Bakery Garden,Nanganallur,['Bakery'],Invalid,300,3.5,20,3.9,84,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']",,,,
Kulambu - The Curries,Kilpauk,"['North Indian', ' Chinese', ' Chettinad']",Invalid,200,None,Does not offer Dining,3.9,40,"['Breakfast', 'Home Delivery']",,,,
The BIG Burger,Thiruvanmiyur,"['Burger', ' Fast Food']",Invalid,200,3.7,50,4,2103,"['Home Delivery', 'Indoor Seating']",,,,
The Bakersman - Bakery & Cafe,Tambaram,"['Bakery', ' Fast Food', ' Desserts']",Invalid,350,2.9,33,3.7,1437,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
Desi Addict,Porur,['North Indian'],Invalid,300,3.8,47,3,46,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
FB Cakes N Sweets,Adambakkam,"['Bakery', ' Mithai', ' Desserts']",Invalid,500,2.9,11,4.4,97,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",,,,
Singapore Restaurant and Caterers,Choolaimedu,"['South Indian', ' Chinese']",Invalid,350,3.5,38,4.1,220,"['Home Delivery', 'Indoor Seating']",,,,
Sri Venkateshwara's Dal Roti Restaurant,Ekkaduthangal,"['North Indian', ' Chettinad', ' Beverages']",['Roti'],350,3.7,36,4.3,192,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Table Reservation Not Required', 'Indoor Seating']",,,,
Bai Biriyani,Triplicane,"['Chettinad', ' Chinese']",Invalid,200,3.7,52,None,Does not offer Delivery,['Indoor Seating'],,,,
Liquids,Injambakkam,"['Beverages', ' Juices']",Invalid,200,None,Does not offer Dining,None,Not enough Delivery Reviews,['Home Delivery'],,,,
Hot Pan,Teynampet,"['Sandwich', ' Fast Food']",Invalid,500,3.6,43,3.8,1379,"['Home Delivery', 'Indoor Seating']",,,,
Mastan Briyani,Perambur,"['Biryani', ' North Indian']",Invalid,400,None,Does not offer Dining,3.7,610,['Home Delivery'],,,,
Juś Pure,Besant Nagar,"['Juices', ' Beverages', ' Healthy Food']",['Smoothie Bowl'],400,None,Does not offer Dining,3.9,37,"['Breakfast', 'Home Delivery']",,,,
Cibiya Fast Food And Chettinad Hotel,K.K. Nagar,"['South Indian', ' Chinese']",Invalid,250,2.8,15,3.5,420,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
Crosta,Chromepet,['Italian'],Invalid,300,3.2,26,3.6,144,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
Pallav,Pallavaram,"['South Indian', ' North Indian']",Invalid,400,2.5,35,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
Roll Story,Velachery,"['Rolls', ' Fast Food', ' Beverages']",Invalid,300,3.8,33,4,440,"['Home Delivery', 'Indoor Seating']",,,,
The Little Goat,Thuraipakkam,"['Chinese', ' North Indian', ' Mughlai', ' Arabian']",Invalid,700,3.6,36,2.9,25,"['Home Delivery', 'Indoor Seating']",,,,
Hi Lite,Selaiyur,"['Juices', ' Fast Food']",Invalid,400,3.7,29,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Free Parking']",,,,
Tist N Taste,Thuraipakkam,"['North Indian', ' Chinese', ' Chettinad']",Invalid,550,2.8,24,3.9,52,"['Home Delivery', 'Table booking for Groups', 'Indoor Seating', 'Free Parking', 'Table reservation required']",,,,
Al-Hayat Restaurant,Porur,"['Biryani', ' North Indian', ' South Indian', ' Chinese']",Invalid,400,3.3,42,3.5,2282,"['Home Delivery', 'Indoor Seating', 'Free Parking']",,,,
Why Zone,Mogappair,"['North Indian', ' South Indian', ' Chinese']",Invalid,250,2.9,34,3.6,1110,"['Home Delivery', 'Indoor Seating']",,,,
Dhaba Cafe,Vadapalani,"['Chinese', ' North Indian', ' Beverages']",Invalid,550,3.2,19,3.9,29,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
SSD Meat World And Restaurant,Kilpauk,"['Chinese', ' Raw Meats']",Invalid,550,3.5,49,3.9,753,"['Home Delivery', 'Indoor Seating']",,,,
Cakes And Berrys,Red Hills,['Bakery'],Invalid,400,3.5,19,None,Does not offer Delivery,"['Indoor Seating', 'Desserts and Bakes']",,,,
Master Chef,GST Road,"['Chinese', ' Chettinad', ' South Indian', ' North Indian']",Invalid,500,2.9,38,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Wifi']",,,,
Mydil Biriyani & Fast Food,Poonamalle,"['Biryani', ' Fast Food']",Invalid,250,3.8,43,None,Does not offer Delivery,['Indoor Seating'],,,,
Hotel Varsha Pure Veg Fast Foods,T. Nagar,"['South Indian', ' Chinese', ' North Indian']",Invalid,500,3.1,38,3.7,1898,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
Kings Kitchen,Washermenpet,['Chinese'],Invalid,250,None,Does not offer Dining,3.8,790,['Home Delivery'],,,,
Coal Dosa 99,Madipakkam,['South Indian'],Invalid,250,None,Does not offer Dining,3.4,82,['Home Delivery'],,,,
Kudanthai Restaurant,Porur,"['South Indian', ' Chinese', ' North Indian']",Invalid,250,3.6,35,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",,,,
Al-Quddus Biriyani,Pallavaram,"['Biryani', ' Chinese']",Invalid,200,3.1,19,3.8,173,"['Home Delivery', 'Indoor Seating']",,,,
Deepam Tiffin Centre,Adambakkam,['South Indian'],Invalid,200,2.8,46,3.8,1983,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
Swaad Anusaar,Anna Nagar East,"['Fast Food', ' Street Food', ' North Indian', ' Chinese']",Invalid,300,3.7,23,3.4,44,"['Home Delivery', 'Indoor Seating']",,,,
